"","bootstrapped_best_policy_name","bootstrapped_best_coef","Is_true","best_policy_accuracy","outcome"
"1","(Info Hubs (All), No Incentives, SMS (All))",0.00391277686679165,0,0.96,"shots_per_dollar"
"2","(Info Hubs (All), No Incentives, SMS (All))",0.00387229921876006,0,0.96,"shots_per_dollar"
"3","(Info Hubs (All), No Incentives, SMS (All))",0.00380756418529077,0,0.96,"shots_per_dollar"
"4","(Info Hubs (All), No Incentives, SMS (All))",0.00388663715533724,0,0.96,"shots_per_dollar"
"5","(Info Hubs (All), No Incentives, SMS (All))",0.00329721843534297,0,0.96,"shots_per_dollar"
"6","(No Seeds, Flats (All), SMS (All))",-0.00903348167236459,0,0.96,"shots_per_dollar"
"7","(Info Hubs (All), No Incentives, SMS (All))",0.00412327196505233,0,0.96,"shots_per_dollar"
"8","(Info Hubs (All), No Incentives, SMS (All))",0.00437714503855564,0,0.96,"shots_per_dollar"
"9","(Info Hubs (All), No Incentives, SMS (All))",0.00394257087572501,0,0.96,"shots_per_dollar"
"10","(Info Hubs (All), No Incentives, SMS (All))",0.00403457047090449,0,0.96,"shots_per_dollar"
"11","(Info Hubs (All), No Incentives, SMS (All))",0.00401231905637772,0,0.96,"shots_per_dollar"
"12","(Info Hubs (All), No Incentives, SMS (All))",0.00397035121195744,0,0.96,"shots_per_dollar"
"13","(Info Hubs (All), No Incentives, SMS (All))",0.00409502301899069,0,0.96,"shots_per_dollar"
"14","(Info Hubs (All), No Incentives, SMS (All))",0.0033127485841029,0,0.96,"shots_per_dollar"
"15","(Info Hubs (All), No Incentives, SMS (All))",0.00384081517852693,0,0.96,"shots_per_dollar"
"16","(Info Hubs (All), No Incentives, SMS (All))",0.00463411703850377,0,0.96,"shots_per_dollar"
"17","(Info Hubs (All), No Incentives, SMS (All))",0.00401681185681723,0,0.96,"shots_per_dollar"
"18","(Info Hubs (All), No Incentives, SMS (All))",0.00382210467948978,0,0.96,"shots_per_dollar"
"19","(Info Hubs (All), No Incentives, SMS (All))",0.00488994982481378,0,0.96,"shots_per_dollar"
"20","(Info Hubs (All), No Incentives, SMS (All))",0.00433062669935582,0,0.96,"shots_per_dollar"
"21","(Info Hubs (All), No Incentives, SMS (All))",0.00372505145750194,0,0.96,"shots_per_dollar"
"22","(Info Hubs (All), No Incentives, SMS (All))",0.00431483492851312,0,0.96,"shots_per_dollar"
"23","(Info Hubs (All), No Incentives, SMS (All))",0.00346276568530505,0,0.96,"shots_per_dollar"
"24","(Info Hubs (All), No Incentives, SMS (All))",0.00434194864596134,0,0.96,"shots_per_dollar"
"25","(Info Hubs (All), No Incentives, SMS (All))",0.00441504251928404,0,0.96,"shots_per_dollar"
"26","(Info Hubs (All), No Incentives, SMS (All))",0.00366454032705326,0,0.96,"shots_per_dollar"
"27","(Info Hubs (All), No Incentives, SMS (All))",0.00363873835162804,0,0.96,"shots_per_dollar"
"28","(Info Hubs (All), No Incentives, SMS (All))",0.00399485388457447,0,0.96,"shots_per_dollar"
"29","(Info Hubs (All), No Incentives, SMS (All))",0.00297292679527961,0,0.96,"shots_per_dollar"
"30","(Info Hubs (All), No Incentives, SMS (All))",0.00358436128162495,0,0.96,"shots_per_dollar"
"31","(Info Hubs (All), No Incentives, SMS (All))",0.00402711558308,0,0.96,"shots_per_dollar"
"32","(Info Hubs (All), No Incentives, SMS (All))",0.00410356247758675,0,0.96,"shots_per_dollar"
"33","(Info Hubs (All), No Incentives, SMS (All))",0.00415126048671264,0,0.96,"shots_per_dollar"
"34","(Info Hubs (All), No Incentives, SMS (All))",0.00409300552380819,0,0.96,"shots_per_dollar"
"35","(Info Hubs (All), No Incentives, SMS (All))",0.00428454265741938,0,0.96,"shots_per_dollar"
"36","(Info Hubs (All), No Incentives, SMS (All))",0.00403814407019935,0,0.96,"shots_per_dollar"
"37","(Info Hubs (All), No Incentives, SMS (All))",0.00395065106857295,0,0.96,"shots_per_dollar"
"38","(Info Hubs (All), No Incentives, SMS (All))",0.00401063421368296,0,0.96,"shots_per_dollar"
"39","(Info Hubs (All), No Incentives, SMS (All))",0.00427027875285183,0,0.96,"shots_per_dollar"
"40","(Info Hubs (All), No Incentives, SMS (All))",0.00487938665433361,0,0.96,"shots_per_dollar"
"41","(Info Hubs (All), No Incentives, SMS (All))",0.00439369722640362,0,0.96,"shots_per_dollar"
"42","(Info Hubs (All), No Incentives, SMS (All))",0.00413188348982311,0,0.96,"shots_per_dollar"
"43","(Info Hubs (All), No Incentives, SMS (All))",0.00349600725240293,0,0.96,"shots_per_dollar"
"44","(Info Hubs (All), No Incentives, SMS (All))",0.00420341883992081,0,0.96,"shots_per_dollar"
"45","(Info Hubs (All), No Incentives, SMS (All))",0.00358737664734011,0,0.96,"shots_per_dollar"
"46","(Info Hubs (All), No Incentives, SMS (All))",0.00360088530580737,0,0.96,"shots_per_dollar"
"47","(Info Hubs (All), No Incentives, SMS (All))",0.0031198587636784,0,0.96,"shots_per_dollar"
"48","(Info Hubs (All), No Incentives, SMS (All))",0.00444916194982528,0,0.96,"shots_per_dollar"
"49","(Info Hubs (All), No Incentives, SMS (All))",0.00412948725101617,0,0.96,"shots_per_dollar"
"50","(Info Hubs (All), No Incentives, SMS (All))",0.00431742176450454,0,0.96,"shots_per_dollar"
"51","(Info Hubs (All), No Incentives, SMS (All))",0.00448536737322687,0,0.96,"shots_per_dollar"
"52","(Info Hubs (All), No Incentives, SMS (All))",0.00403859299998521,0,0.96,"shots_per_dollar"
"53","(Info Hubs (All), No Incentives, SMS (All))",0.00438346958398781,0,0.96,"shots_per_dollar"
"54","(Info Hubs (All), No Incentives, SMS (All))",0.00358182090892346,0,0.96,"shots_per_dollar"
"55","(Info Hubs (All), No Incentives, SMS (All))",0.00399461455883063,0,0.96,"shots_per_dollar"
"56","(Info Hubs (All), No Incentives, SMS (All))",0.00391495644200436,0,0.96,"shots_per_dollar"
"57","(Info Hubs (All), No Incentives, SMS (All))",0.00425294891606132,0,0.96,"shots_per_dollar"
"58","(Info Hubs (All), No Incentives, SMS (All))",0.00435966007800914,0,0.96,"shots_per_dollar"
"59","(Info Hubs (All), No Incentives, SMS (All))",0.00389207552435657,0,0.96,"shots_per_dollar"
"60","(Info Hubs (All), No Incentives, SMS (All))",0.00374112599794922,0,0.96,"shots_per_dollar"
"61","(Info Hubs (All), No Incentives, SMS (All))",0.00359866777585638,0,0.96,"shots_per_dollar"
"62","(Info Hubs (All), No Incentives, SMS (All))",0.00438651724112073,0,0.96,"shots_per_dollar"
"63","(Info Hubs (All), No Incentives, SMS (All))",0.00404051548910432,0,0.96,"shots_per_dollar"
"64","(Info Hubs (All), No Incentives, SMS (All))",0.00496276500482082,0,0.96,"shots_per_dollar"
"65","(Info Hubs (All), No Incentives, SMS (All))",0.00394644051824682,0,0.96,"shots_per_dollar"
"66","(Info Hubs (All), No Incentives, SMS (All))",0.00343987787762079,0,0.96,"shots_per_dollar"
"67","(Info Hubs (All), No Incentives, SMS (All))",0.00327384498431046,0,0.96,"shots_per_dollar"
"68","(Info Hubs (All), No Incentives, SMS (All))",0.0038953137840507,0,0.96,"shots_per_dollar"
"69","(Info Hubs (All), No Incentives, SMS (All))",0.00403242567013052,0,0.96,"shots_per_dollar"
"70","(Info Hubs (All), No Incentives, SMS (All))",0.00451866940259072,0,0.96,"shots_per_dollar"
"71","(Info Hubs (All), No Incentives, SMS (All))",0.00417482359526288,0,0.96,"shots_per_dollar"
"72","(Info Hubs (All), No Incentives, SMS (All))",0.00379015932902795,0,0.96,"shots_per_dollar"
"73","(Info Hubs (All), No Incentives, SMS (All))",0.00391634432521888,0,0.96,"shots_per_dollar"
"74","(Info Hubs (All), No Incentives, SMS (All))",0.00470962122532776,0,0.96,"shots_per_dollar"
"75","(Info Hubs (All), No Incentives, SMS (All))",0.00458772696724772,0,0.96,"shots_per_dollar"
"76","(Info Hubs (All), No Incentives, SMS (All))",0.00392087522442071,0,0.96,"shots_per_dollar"
"77","(Info Hubs (All), No Incentives, SMS (All))",0.00372652971921907,0,0.96,"shots_per_dollar"
"78","(Info Hubs (All), No Incentives, SMS (All))",0.0040926045836244,0,0.96,"shots_per_dollar"
"79","(Info Hubs (All), No Incentives, SMS (All))",0.00435694695835316,0,0.96,"shots_per_dollar"
"80","(Info Hubs (All), No Incentives, SMS (All))",0.00481035374358252,0,0.96,"shots_per_dollar"
"81","(Info Hubs (All), No Incentives, SMS (All))",0.0038259743070526,0,0.96,"shots_per_dollar"
"82","(No Seeds, Flats (All), SMS (All))",-0.00779356415020153,0,0.96,"shots_per_dollar"
"83","(Info Hubs (All), No Incentives, SMS (All))",0.00393006507907822,0,0.96,"shots_per_dollar"
"84","(Info Hubs (All), No Incentives, SMS (All))",0.00431032841982039,0,0.96,"shots_per_dollar"
"85","(Info Hubs (All), No Incentives, SMS (All))",0.00452005209812746,0,0.96,"shots_per_dollar"
"86","(Info Hubs (All), No Incentives, SMS (All))",0.00360231675333434,0,0.96,"shots_per_dollar"
"87","(Info Hubs (All), No Incentives, SMS (All))",0.00441165317132726,0,0.96,"shots_per_dollar"
"88","(Info Hubs (All), No Incentives, SMS (All))",0.00403514235695264,0,0.96,"shots_per_dollar"
"89","(Info Hubs (All), No Incentives, SMS (All))",0.00389955617476731,0,0.96,"shots_per_dollar"
"90","(Info Hubs (All), No Incentives, SMS (All))",0.00405964920308682,0,0.96,"shots_per_dollar"
"91","(Info Hubs (All), No Incentives, SMS (All))",0.003372207386395,0,0.96,"shots_per_dollar"
"92","(Info Hubs (All), No Incentives, SMS (All))",0.00369987843964133,0,0.96,"shots_per_dollar"
"93","(Info Hubs (All), No Incentives, SMS (All))",0.0032718588846632,0,0.96,"shots_per_dollar"
"94","(Info Hubs (All), No Incentives, SMS (All))",0.00370574425211304,0,0.96,"shots_per_dollar"
"95","(Info Hubs (All), No Incentives, SMS (All))",0.00413140549757949,0,0.96,"shots_per_dollar"
"96","(Info Hubs (All), No Incentives, SMS (All))",0.00399078297328975,0,0.96,"shots_per_dollar"
"97","(Info Hubs (All), No Incentives, SMS (All))",0.00397318651156285,0,0.96,"shots_per_dollar"
"98","(Info Hubs (All), No Incentives, SMS (All))",0.00422715253847135,0,0.96,"shots_per_dollar"
"99","(Info Hubs (All), No Incentives, SMS (All))",0.00454856298965224,0,0.96,"shots_per_dollar"
"100","(Info Hubs (All), No Incentives, SMS (All))",0.00418230642624533,0,0.96,"shots_per_dollar"
"101","(Info Hubs (All), No Incentives, SMS (All))",0.00395498718261592,0,0.96,"shots_per_dollar"
"102","(No Seeds, Flats (All), SMS (All))",-0.00895954163663927,0,0.96,"shots_per_dollar"
"103","(Info Hubs (All), No Incentives, SMS (All))",0.00492486686499677,0,0.96,"shots_per_dollar"
"104","(Info Hubs (All), No Incentives, SMS (All))",0.00383435660433089,0,0.96,"shots_per_dollar"
"105","(Info Hubs (All), No Incentives, SMS (All))",0.00409733117644163,0,0.96,"shots_per_dollar"
"106","(Info Hubs (All), No Incentives, SMS (All))",0.00329906387822704,0,0.96,"shots_per_dollar"
"107","(Info Hubs (All), No Incentives, SMS (All))",0.00405683369364856,0,0.96,"shots_per_dollar"
"108","(Info Hubs (All), No Incentives, SMS (All))",0.00463057908562181,0,0.96,"shots_per_dollar"
"109","(Info Hubs (All), No Incentives, SMS (All))",0.00375362980835394,0,0.96,"shots_per_dollar"
"110","(Info Hubs (All), No Incentives, SMS (All))",0.00386540749868429,0,0.96,"shots_per_dollar"
"111","(Info Hubs (All), No Incentives, SMS (All))",0.00404209582484601,0,0.96,"shots_per_dollar"
"112","(Info Hubs (All), No Incentives, SMS (All))",0.00429980319748506,0,0.96,"shots_per_dollar"
"113","(Info Hubs (All), No Incentives, SMS (All))",0.00392080642127424,0,0.96,"shots_per_dollar"
"114","(Info Hubs (All), No Incentives, SMS (All))",0.00335443873694003,0,0.96,"shots_per_dollar"
"115","(Info Hubs (All), No Incentives, SMS (All))",0.00379194653507311,0,0.96,"shots_per_dollar"
"116","(Info Hubs (All), No Incentives, SMS (All))",0.00433322369187836,0,0.96,"shots_per_dollar"
"117","(Info Hubs (All), No Incentives, SMS (All))",0.00391620695102561,0,0.96,"shots_per_dollar"
"118","(Info Hubs (All), No Incentives, SMS (All))",0.00451301177560573,0,0.96,"shots_per_dollar"
"119","(Info Hubs (All), No Incentives, SMS (All))",0.00324502671914227,0,0.96,"shots_per_dollar"
"120","(Info Hubs (All), No Incentives, SMS (All))",0.0035926240950824,0,0.96,"shots_per_dollar"
