"","pl_names","pl_effects","pl_pval","sample","support_indices","support_category"
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat3","(Info Hubs (All), Flats (All), No Reminder)",-0.0126777189406615,0.00237117665347695,0,"1 9 13 31 46 61 70",0
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS3","(Info Hubs (All), No Incentives, SMS (All))",0.00401595794827882,7.80773396485573e-09,0,"1 9 13 31 46 61 70",0
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS3","(No Seeds, Slopes (All), SMS (All))",-0.00592741378619894,1.21059869947945e-09,0,"1 9 13 31 46 61 70",0
"POOLED_Xflat3XSMS2ORXflat3XSMS3","(No Seeds, High Flats, SMS (All))",-0.00679631781169159,1.13620917972111e-07,0,"1 9 13 31 46 61 70",0
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS3","(Random Seeds, Slopes (All), SMS (All))",-0.00653561428904316,7.6446630903228e-12,0,"1 9 13 31 46 61 70",0
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS3","(Trusted Seeds, Slopes (All), SMS (All))",-0.00572361136738046,6.33772037360811e-10,0,"1 9 13 31 46 61 70",0
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS3","(Info Hubs (All), Slopes (All), SMS (All))",-0.0046451197048043,3.53593185876192e-08,0,"1 9 13 31 46 61 70",0
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat31","(Info Hubs (All), Flats (All), No Reminder)",-0.0134817903304893,0.00356509999686733,1,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS31","(Info Hubs (All), No Incentives, SMS (All))",0.00471202754073493,2.20429465148515e-13,1,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS31","(No Seeds, Slopes (All), SMS (All))",-0.00681522809591723,5.55857932358361e-11,1,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS31","(No Seeds, High Flats, SMS (All))",-0.006267554892468,6.50603310356206e-06,1,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS31","(Random Seeds, Slopes (All), SMS (All))",-0.00649552514249952,9.74509558416728e-09,1,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS31","(Trusted Seeds, Slopes (All), SMS (All))",-0.00562438106186545,4.72520291299707e-07,1,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS31","(Info Hubs (All), Slopes (All), SMS (All))",-0.00434706701679269,1.97650920856593e-05,1,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat32","(Info Hubs (All), Flats (All), No Reminder)",-0.0127706232381823,0.0046411686302444,2,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS32","(Info Hubs (All), No Incentives, SMS (All))",0.00387179950851107,1.09006982456123e-06,2,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS32","(No Seeds, Slopes (All), SMS (All))",-0.00536371251291459,1.02777422464488e-09,2,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS32","(No Seeds, High Flats, SMS (All))",-0.00736329834565526,1.3522788132778e-05,2,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS32","(Random Seeds, Slopes (All), SMS (All))",-0.00655708087228264,7.16837274097044e-11,2,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS32","(Trusted Seeds, Slopes (All), SMS (All))",-0.00663014401760702,9.55712898655668e-10,2,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS32","(Info Hubs (All), Slopes (All), SMS (All))",-0.00368544713973423,4.09475736461491e-08,2,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat33","(Info Hubs (All), Flats (All), No Reminder)",-0.0143321445160607,0.0102842557455132,3,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS33","(Info Hubs (All), No Incentives, SMS (All))",0.00460677697502122,5.39394694907692e-11,3,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS33","(No Seeds, Slopes (All), SMS (All))",-0.0056015429602657,4.27290436437437e-10,3,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS33","(No Seeds, High Flats, SMS (All))",-0.00540710207236427,1.02325628787837e-06,3,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS33","(Random Seeds, Slopes (All), SMS (All))",-0.006941449479243,5.86118987352051e-08,3,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS33","(Trusted Seeds, Slopes (All), SMS (All))",-0.00736893478202449,1.91239081808342e-06,3,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS33","(Info Hubs (All), Slopes (All), SMS (All))",-0.00445264691250566,1.8277183301572e-05,3,"1 9 13 31 46 61 70",1
"POOLED_Xslope2ORXslope3","(No Seeds, Slope (All), No Reminder)",-0.00500127408926646,2.85060067562315e-10,4,"1 3 9 10 31 46 61 63 67",2
"POOLED_gossip2Xslope2ORgossip3Xslope2ORgossip2Xslope3ORgossip3Xslope3","(Info Hubs (All), Slopes (All), No Reminder)",-0.00656097328146079,1.81240298789813e-05,4,"1 3 9 10 31 46 61 63 67",2
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat34","(Info Hubs (All), Flats (All), No Reminder)",-0.0159840419686676,0.00174587517733149,4,"1 3 9 10 31 46 61 63 67",2
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS34","(No Seeds, Slopes (All), SMS (All))",-0.00754011533414301,4.9235151721685e-09,4,"1 3 9 10 31 46 61 63 67",2
"POOLED_Xflat2XSMS2ORXflat3XSMS2ORXflat2XSMS3ORXflat3XSMS3","(No Seeds, Flats (All), SMS (All))",-0.00474360170662208,5.09547599987112e-06,4,"1 3 9 10 31 46 61 63 67",2
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS34","(Random Seeds, Slopes (All), SMS (All))",-0.00847816884938071,9.12603177123681e-12,4,"1 3 9 10 31 46 61 63 67",2
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS34","(Trusted Seeds, Slopes (All), SMS (All))",-0.00626233502618247,2.71767974375573e-19,4,"1 3 9 10 31 46 61 63 67",2
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS34","(Info Hubs (All), Slopes (All), SMS (All))",-0.00648248600998671,1.02226657976979e-11,4,"1 3 9 10 31 46 61 63 67",2
"POOLED_gossip2Xflat3XSMS2ORgossip3Xflat3XSMS2ORgossip2Xflat3XSMS3ORgossip3Xflat3XSMS3","(Info Hubs (All), High Flats, SMS (All))",-0.00785208000169568,5.56883583155896e-10,4,"1 3 9 10 31 46 61 63 67",2
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat35","(Info Hubs (All), Flats (All), No Reminder)",-0.011854843759673,0.000725201122110846,5,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS34","(Info Hubs (All), No Incentives, SMS (All))",0.00353837255626302,0.000207880318449848,5,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS35","(No Seeds, Slopes (All), SMS (All))",-0.00582254336378087,1.13233196041413e-08,5,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS34","(No Seeds, High Flats, SMS (All))",-0.00659275677737458,7.21909021390141e-08,5,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS35","(Random Seeds, Slopes (All), SMS (All))",-0.00658145986062895,2.79020707532549e-09,5,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS35","(Trusted Seeds, Slopes (All), SMS (All))",-0.00501754848057296,3.92993963939646e-06,5,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS35","(Info Hubs (All), Slopes (All), SMS (All))",-0.00491731432787366,1.40301584827623e-06,5,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat36","(Info Hubs (All), Flats (All), No Reminder)",-0.0144183720154325,0.00159463859025167,6,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS35","(Info Hubs (All), No Incentives, SMS (All))",0.00379068646421295,8.1026323693959e-07,6,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS36","(No Seeds, Slopes (All), SMS (All))",-0.00583256212734205,3.48337026923985e-09,6,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS35","(No Seeds, High Flats, SMS (All))",-0.00669991672018489,4.56688192290509e-06,6,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS36","(Random Seeds, Slopes (All), SMS (All))",-0.00637519602227924,2.69934146550333e-07,6,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS36","(Trusted Seeds, Slopes (All), SMS (All))",-0.00589136655370155,1.46779972395357e-07,6,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS36","(Info Hubs (All), Slopes (All), SMS (All))",-0.0058159324271144,2.97023164754263e-07,6,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat37","(Info Hubs (All), Flats (All), No Reminder)",-0.011624163301725,0.00031822838430355,7,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS36","(Info Hubs (All), No Incentives, SMS (All))",0.0033974497923537,2.70767164284788e-05,7,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS37","(No Seeds, Slopes (All), SMS (All))",-0.00584606597946042,1.33737090867167e-12,7,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS36","(No Seeds, High Flats, SMS (All))",-0.00831359131965718,1.2494899005478e-05,7,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS37","(Random Seeds, Slopes (All), SMS (All))",-0.00624457494251852,1.08155436632904e-10,7,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS37","(Trusted Seeds, Slopes (All), SMS (All))",-0.0054323676353317,4.10227514184883e-10,7,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS37","(Info Hubs (All), Slopes (All), SMS (All))",-0.00460852838758721,2.14585002450639e-08,7,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat38","(Info Hubs (All), Flats (All), No Reminder)",-0.0144043988326203,2.63844906049507e-05,8,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS37","(Info Hubs (All), No Incentives, SMS (All))",0.00397654170263306,4.4240978278132e-07,8,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS38","(No Seeds, Slopes (All), SMS (All))",-0.00613301669220075,2.30244708680134e-11,8,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS37","(No Seeds, High Flats, SMS (All))",-0.00655113929966465,7.11746272575095e-08,8,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS38","(Random Seeds, Slopes (All), SMS (All))",-0.0069269971578873,2.45605454939299e-09,8,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS38","(Trusted Seeds, Slopes (All), SMS (All))",-0.00492916593489693,9.12266883644975e-08,8,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS38","(Info Hubs (All), Slopes (All), SMS (All))",-0.00468793454826419,2.65339218175581e-06,8,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat39","(Info Hubs (All), Flats (All), No Reminder)",-0.0111892063077119,0.00126447860365722,9,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS38","(Info Hubs (All), No Incentives, SMS (All))",0.00368513709667563,1.54746025119575e-05,9,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS39","(No Seeds, Slopes (All), SMS (All))",-0.0061413533411859,1.1749323978055e-06,9,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS38","(No Seeds, High Flats, SMS (All))",-0.0066699150003511,1.00045838550604e-06,9,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS39","(Random Seeds, Slopes (All), SMS (All))",-0.00717883805516998,7.72121838165027e-10,9,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS39","(Trusted Seeds, Slopes (All), SMS (All))",-0.00549326629394401,6.18066739123499e-08,9,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS39","(Info Hubs (All), Slopes (All), SMS (All))",-0.00457565139142703,8.18819148192098e-08,9,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat310","(Info Hubs (All), Flats (All), No Reminder)",-0.00926149926386126,0.0094403739306124,10,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS39","(Info Hubs (All), No Incentives, SMS (All))",0.00327203454217727,0.000148212423933512,10,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS310","(No Seeds, Slopes (All), SMS (All))",-0.00602379789194725,5.70423249421785e-10,10,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS39","(No Seeds, High Flats, SMS (All))",-0.00659837474520092,2.50210154697047e-06,10,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS310","(Random Seeds, Slopes (All), SMS (All))",-0.00688813605151179,1.56997302997141e-09,10,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS310","(Trusted Seeds, Slopes (All), SMS (All))",-0.00667413064035091,2.85924948914334e-06,10,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS310","(Info Hubs (All), Slopes (All), SMS (All))",-0.00525364615439918,1.38348160169708e-07,10,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat311","(Info Hubs (All), Flats (All), No Reminder)",-0.0131937971459496,0.0168946546066955,11,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS310","(Info Hubs (All), No Incentives, SMS (All))",0.00496029296350881,4.3727165281932e-12,11,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS311","(No Seeds, Slopes (All), SMS (All))",-0.00500834741660105,4.9028860444801e-08,11,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS310","(No Seeds, High Flats, SMS (All))",-0.00651080759762871,4.04467773613642e-06,11,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS311","(Random Seeds, Slopes (All), SMS (All))",-0.00579426453272845,2.7226346360881e-06,11,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS311","(Trusted Seeds, Slopes (All), SMS (All))",-0.00560155425096811,2.00945991237437e-05,11,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS311","(Info Hubs (All), Slopes (All), SMS (All))",-0.0042113534789885,0.0048955925345364,11,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat312","(Info Hubs (All), Flats (All), No Reminder)",-0.0132427612709148,0.00477228090861494,12,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS311","(Info Hubs (All), No Incentives, SMS (All))",0.00407059644518734,1.07681431287442e-07,12,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS312","(No Seeds, Slopes (All), SMS (All))",-0.00568289295625182,3.16886698619911e-07,12,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS311","(No Seeds, High Flats, SMS (All))",-0.0065980900495582,9.27351903534128e-08,12,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS312","(Random Seeds, Slopes (All), SMS (All))",-0.0081058724999654,1.81698476763605e-08,12,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS312","(Trusted Seeds, Slopes (All), SMS (All))",-0.00594123716052272,2.01301296067046e-08,12,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS312","(Info Hubs (All), Slopes (All), SMS (All))",-0.00461786795257923,9.54990078250701e-11,12,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat313","(Info Hubs (All), Flats (All), No Reminder)",-0.0145358068050345,0.000965999888992056,13,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS312","(Info Hubs (All), No Incentives, SMS (All))",0.00352956107520336,2.69886291641915e-05,13,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS313","(No Seeds, Slopes (All), SMS (All))",-0.00630295386813427,2.07475250348084e-09,13,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS312","(No Seeds, High Flats, SMS (All))",-0.00778106270674027,0.000133511228428984,13,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS313","(Random Seeds, Slopes (All), SMS (All))",-0.00625593367882965,6.92692187920813e-11,13,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS313","(Trusted Seeds, Slopes (All), SMS (All))",-0.00724523448762905,4.64404754623119e-08,13,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS313","(Info Hubs (All), Slopes (All), SMS (All))",-0.00506209616884345,1.98583453474385e-07,13,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat314","(Info Hubs (All), Flats (All), No Reminder)",-0.0159588469432714,0.00516042735577536,14,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS313","(Info Hubs (All), No Incentives, SMS (All))",0.00418404312808292,8.04445022235933e-08,14,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS314","(No Seeds, Slopes (All), SMS (All))",-0.00619401401107099,7.25414427187339e-09,14,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS313","(No Seeds, High Flats, SMS (All))",-0.00664014533974985,4.87328407379448e-06,14,"1 9 13 31 46 61 70",1
"POOLED_random0Xslope2XSMS2ORrandom0Xslope3XSMS2ORrandom0Xslope2XSMS3ORrandom0Xslope3XSMS314","(Random Seeds, Slopes (All), SMS (All))",-0.0080207043690488,4.18030133879849e-07,14,"1 9 13 31 46 61 70",1
"POOLED_trusted0Xslope2XSMS2ORtrusted0Xslope3XSMS2ORtrusted0Xslope2XSMS3ORtrusted0Xslope3XSMS314","(Trusted Seeds, Slopes (All), SMS (All))",-0.00563803038652895,2.90020856749368e-09,14,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xslope2XSMS2ORgossip3Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip3Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip3Xslope2XSMS3ORgossip2Xslope3XSMS3ORgossip3Xslope3XSMS314","(Info Hubs (All), Slopes (All), SMS (All))",-0.00475638667724494,5.31379340254046e-09,14,"1 9 13 31 46 61 70",1
"POOLED_gossip2Xflat2ORgossip3Xflat2ORgossip2Xflat3ORgossip3Xflat315","(Info Hubs (All), Flats (All), No Reminder)",-0.0117194435083727,0.00726260209210166,15,"1 9 13 31 46 61 70",1
"POOLED_gossip2XSMS2ORgossip3XSMS2ORgossip2XSMS3ORgossip3XSMS314","(Info Hubs (All), No Incentives, SMS (All))",0.00425532266600542,7.83072339852753e-09,15,"1 9 13 31 46 61 70",1
"POOLED_Xslope2XSMS2ORXslope3XSMS2ORXslope2XSMS3ORXslope3XSMS315","(No Seeds, Slopes (All), SMS (All))",-0.00584302305223411,4.31748302539135e-07,15,"1 9 13 31 46 61 70",1
"POOLED_Xflat3XSMS2ORXflat3XSMS314","(No Seeds, High Flats, SMS (All))",-0.00615538995781681,1.18871843496803e-06,15,"1 9 13 31 46 61 70",1
